,BL21.1,BL21.2,HS.1,HS.2,CFT073.1,CFT073.2,W3110.1,W3110.2,O157.1,O157.2,Crooks.1,Crooks.2,control__wt_glc__1,control__wt_glc__2,BW25113.1,BW25113.2
b0063,2.4384777817741,2.52165188585818,2.33816039530469,1.81483328447079,2.7279330205352497,2.8295852190115296,1.89963923401077,1.8323057472850701,2.11149617058169,2.21455855770045,2.87044083135091,2.8091669983317296,1.9777469988708898,2.53234870111344,0.0,0.0
b0066,5.94753629448584,6.022672055197769,6.079658731212831,6.004624562120481,6.78896527603885,6.789181470511579,4.98062017725391,5.02577521480215,5.56386906842171,5.86391073302119,6.18369571691499,6.12471717162799,5.33270141750103,5.85311460290754,4.60960388936097,4.42310785511404
b0067,5.85885084898058,5.899167240662281,6.723098905139639,6.69215524927099,7.925693624304481,7.91095431639287,4.68008342462242,4.32978444493617,6.37653844547707,6.553042324095171,5.53542089137329,5.603561054518959,5.535405676804861,5.695438872256581,3.28320145404612,2.97296885120019
b0071,10.2370215592651,10.2181239252678,10.279202715495801,10.2926960232491,11.223935940613599,11.257977440385401,10.030700609023,10.0133764516755,10.047293067010902,10.1024463641288,9.88305237477711,9.935524832689211,9.951776822742712,9.95003518929632,9.20660335058572,9.18297002016961
b0072,10.4441023276205,10.4283039797894,10.0102014665508,10.011660993907899,11.116230559064801,11.128524195318999,10.2831232470499,10.302788991890301,9.983903648225539,10.050392970907401,10.094313141789,10.138996099826599,10.5363710583707,10.6547763647066,9.21006652505044,9.21613923197831
b0073,10.077246539064,10.0602104751029,10.0079906720438,10.0329443435936,11.1752915838863,11.1696032928531,9.80186005504698,9.8740005272935,10.003195886815199,10.012450854873698,9.84656182111219,9.90216564635416,10.170894331325,10.234346150766,9.39451484211062,9.45143223215027
b0074,10.1982588982116,10.1707186140875,9.72310326560249,9.69800224231917,11.055337813346698,11.125201393241198,9.737220787254868,9.8201088444137,9.857500007230179,9.871515813233419,9.175544339319698,9.21050290538899,9.968430601259099,10.0343760392659,9.35645683345701,9.42774164980614
b0077,8.60682560686892,8.56405062566719,8.52182751441227,8.43824246052416,9.632383703755641,9.59503104101851,8.550039090540169,8.56626790543628,7.277571750490369,7.443229359763941,8.37256436785117,8.33117628258726,8.77671139828913,8.90878533029422,8.57601775652524,8.577784676641459
b0078,7.9988659621955005,8.05472438371854,7.7749378580737805,7.92352398192539,9.15057577065027,9.13916074010159,7.99515309125433,7.847550053721861,7.25809046702659,7.284462662204519,7.7995008800425,7.75438272049747,8.024295502699111,8.01410600957594,8.50172806392784,8.426667525198441
b0096,9.85844516402994,9.799497793391051,9.907734260681131,9.8698682624299,11.3044377653442,11.139206531858099,9.88424212087394,9.890009359096288,10.2261221801431,10.225980054729401,9.653567818303712,9.678206640390119,10.0245393445676,9.93817699388597,10.756254682026501,10.768608616891802
b0112,10.208655915759401,10.2009509947694,9.75190170984655,9.745360052400251,10.2668470310784,10.2364931079434,9.69254916748593,9.64744201406365,9.46597912504017,9.51433765585935,10.1667096227249,10.1772097576258,9.848642258371472,9.940818398903849,9.5672872928801,9.55036800853208
b0113,8.40331378359833,8.412535313896809,7.8246585144786795,7.72691613522596,9.65237925681104,9.64727197137621,8.11494079544859,8.17943823994754,7.947432269124651,7.940478819119741,7.88314677063789,8.06012950829417,8.173514666805849,8.26717883051209,8.40948710672021,8.32468273713281
b0114,10.5977555638144,10.5751532285017,9.90912049727591,9.85243414013385,11.6234876865796,11.5364690997891,10.335768263407699,10.3829759443041,9.92872808565991,9.92882306369828,9.97661418978609,9.991937762650581,10.651306589653302,10.7614840078936,9.38155422676824,9.46993101040253
b0123,6.8156020123729695,6.76929651434705,6.808110121219079,6.82107105819739,6.1466015729171595,6.09066442662049,7.997281937576459,7.921034970838781,6.76957679727216,6.86271838701129,7.55084403923648,7.653210581841071,8.17511682551133,8.311560054115,7.53589876366487,7.5546093420594005
b0124,6.89691346164729,6.8331816731336295,4.69620805246178,4.68208491214977,8.00428829179445,7.77507480142295,6.43821122576271,6.363190851500059,4.11603511551455,4.35995496468194,5.725118061099679,5.74318605316342,7.80876948596774,8.139532499133919,7.23161643203138,7.3299845209012995
b0146,6.10117491554623,6.10349275948066,5.1668685149127,5.253580598328759,6.77578253012502,6.63001865801316,5.4693659919089495,5.50094539827679,4.9924300484002195,5.13723783016979,5.90140061484476,5.959144849405821,6.036675777399241,6.215025534234639,6.59206174779001,6.45796829640959
b0150,9.53085633197769,9.54688565259384,10.4316959495444,10.489882359265199,9.30860803858992,9.330548041686619,8.25648403528503,8.24597871692939,9.048953954656971,9.07959213102816,8.856371261192722,8.904815056410381,9.018825462323742,9.0187579347783,8.687876992973441,8.68001207126011
b0151,6.87886072899024,6.921242960827941,7.385918256584129,7.45807283824224,7.132493109206379,7.0615773446462,5.65540455347266,5.58887046425489,6.76177871697084,7.13016115521407,6.193285124055651,6.144325404106571,6.294038997394379,6.40842610775581,6.5986801393034895,6.734232813987731
b0152,6.505076938929419,6.6684871409770095,7.18839017045469,7.0251596184673,7.01605639279379,6.97135044586378,5.04568380750659,5.184513439799059,6.378788546199759,6.51665650129735,5.71743246766817,5.7839650073635305,6.18675268662333,6.43288890393386,6.615366334226179,6.457829712071691
b0153,5.823591488320759,5.8504370477756105,6.34465480437304,6.596699125808571,6.30365302535082,6.21497719428799,4.70605590252168,4.57131515117507,5.292661549300201,5.5881633747469905,5.22186601442309,5.1467201098477,4.98038755988986,5.30870801541226,5.47620642620682,5.48584995212576
b0156,8.62395957214167,8.33153469664277,8.62442874250365,8.75371770338768,10.0401964124436,9.99448084017599,8.92300405794552,8.73224027325429,8.65130631976599,8.79762652255451,8.748700969057321,8.871696490045931,8.2072199434013,7.79790717605432,8.956226882266659,9.07394300452153
b0162,4.01096852668256,3.6229308595136898,3.1464461679468,3.3041601596026005,4.68979538997724,4.587958898887281,3.3133597102309302,3.21355406168058,3.2754046491509596,3.20792097956986,4.420852525197139,4.35023376685005,3.6551467327336002,3.2750674037230296,4.0122859264013,4.43610342361063
b0197,10.6850595031954,10.6926304815634,10.8768111294956,10.8946673903051,10.758072830917401,10.8122652250447,10.5641167627345,10.5824973957554,10.5605579193496,10.5128213350118,11.329515422980098,11.3469555827232,10.7854066343766,10.824571195724799,10.670527277381199,10.642672360057801
b0198,8.41451914674008,8.58766796819895,9.04193842177236,9.163487033668751,8.955684288664289,9.04081782087168,7.88405685931608,7.88347909170307,8.209611447702331,8.48723317463887,8.852993738249001,8.93127291429557,7.566220407617941,7.3648925375887,8.259980218323031,8.23251320308197
b0199,9.31473366543019,9.276084850107688,9.62595010735891,9.49139004227384,9.44810173990583,9.37583562391162,8.71219058771885,8.64607016498119,8.90541337444736,8.80599398878749,9.61145759938409,9.66125671603224,8.75266004456603,8.79560235016161,9.329694767305071,9.357924405133259
b0208,5.40312709908167,5.54214060617736,5.2421921951206505,5.23963032546272,4.76704030078293,4.974882523883339,5.4237243655279,5.39587559453861,5.449508325323019,5.11537082138105,5.15918927480671,5.32292443878087,5.481679951805639,5.60269926271666,5.333166503705559,5.66019590761856
b0220,7.134605961661861,6.91482669575355,7.169200789034481,7.23850785638278,7.33535674947,7.57733985315266,7.17370277681957,7.21292377301954,8.67719891767369,8.91292694557202,6.54962877343986,6.67469753094255,8.45854516278834,8.39599362200898,8.46089757090954,8.56134861400911
b0221,5.20534940306508,5.17830861203408,4.64319477023354,4.483712972392901,4.13235863587008,4.02503875334388,5.36934862161409,5.54631957274804,5.63577620005297,5.8958034626575495,5.63160433184016,5.72430517740229,6.01736367598843,6.27399581377514,6.58547004348272,6.560737874186441
b0306,3.7337624192039596,3.6092705634232,3.6236492365004302,3.37138870512596,3.31209652950332,3.4646044077061005,2.5343738985779702,2.27261518332108,3.4207167019156803,3.7358388836809904,4.12272876886068,4.34185955484646,2.9886487674379105,3.05468533916579,2.88815660367531,2.2289054192423197
b0307,4.07635535879426,3.80478740208014,3.06315164506069,2.9894934138491296,2.86018087080585,3.25429489178388,3.44001824173638,3.2231911519158305,3.10054769369752,3.45478507689324,4.06377356675816,4.28304883213693,4.20953386147007,4.17774821115049,4.05910566320007,4.07785984914215
b0308,4.21816442892785,3.8839544516329503,3.79111625916721,4.20226661800518,3.2477274121875697,3.0483124939112995,3.5222084653456003,3.31780023077743,3.5180655738602398,3.70335282080436,4.34515184504972,4.24402646222961,3.9819315443387207,3.58465387666246,3.8657835715369395,3.3358184376141806
b0325,6.296449042503389,6.239282709752799,5.36897917679496,5.51593899580773,3.82232598353392,3.67362091688136,4.91051980081629,5.11295850400259,6.2368216735525195,6.45240921704314,5.498670736041549,5.52938867445992,7.77886774702667,7.94656434886745,6.612635507198981,6.5727216091507
b0329,8.06528724077036,7.99902965119417,5.8248620481446505,6.00919289918185,3.81468813513206,4.28919048928108,5.910593657159411,5.8924022758613095,4.3768453271407095,4.2627547683296,7.27296917323933,7.37146136033719,8.19066164820865,7.90492409247745,8.42418767936797,8.45528633610439
b0330,2.96629946073892,3.06803705141583,2.8530988070168704,2.30244944798044,1.57374420016684,0.962670515176803,1.5478021656449101,1.30101088945977,1.49065190360519,1.5869942175669598,2.93162050765324,2.99946108007115,3.46464371201594,4.007576490040741,3.65867492367436,3.6836232637659196
b0331,0.6581415558496689,0.9929451973301509,0.0,0.754270978962325,1.1585407321793502,1.33407513602318,0.674368376197133,1.09817342057825,1.3851979093351001,1.6167048440362501,1.14884360177998,1.27274881257406,1.26414508108389,1.3847356649430502,1.84312203639501,1.3813146426490601
b0333,0.23398922858132,0.516942307699722,0.342639315305565,0.504271467613832,1.5902311428893199,0.8255984946325691,0.648234394402648,1.08203155725662,0.494896617999125,1.0011342006332,0.638064832581429,0.8114311730089,1.22330432521735,1.3986058829738999,1.6637576027064398,1.36287074907722
b0334,0.99508100794998,0.6048707911203609,0.7207433149633491,0.590452646166968,1.32905859799565,1.57073747447089,0.543080874744623,0.8480497317173741,0.6112565523978829,0.157423065407718,0.37718680484962797,0.8336081660661809,0.7184808096336429,1.21341535973414,0.709710852949849,0.644369365946992
b0335,2.0008509645691,2.0259544315303,0.9980421295727571,1.6508845143091002,1.11353007140109,1.18706167002446,2.0338878233468796,1.42920633053141,1.4464462948021901,1.76354458334387,1.86557485898936,1.5554462772277298,2.26552849051509,1.334846425177,2.5880548908967205,2.32431206229054
b0336,5.15304890873981,4.97317915635194,5.18378484536528,5.2146076357384405,3.81468813513206,4.21483547167241,8.05327294908999,8.13409972307937,6.12784263227106,6.22120799787379,6.1754890640607,6.100115113672509,8.12363022699809,8.12659794626445,7.35364039996449,7.44347313574051
b0337,6.8303013754711905,6.8202593383296,6.72510394304669,6.80789037559388,5.71922767494065,5.66487639663259,9.18251650739993,9.1937223058736,6.95827518695992,6.979147221389231,7.829592543766591,7.77396387107481,9.524403210271519,9.69982644322325,8.67645416137104,8.72217906495966
b0344,1.99326742843797,2.21664101779466,1.8278090063484902,1.9654617307576299,1.6518783200736,1.51651071811179,2.32609508538357,2.48043834826004,2.2054903100151204,2.3913250958915095,2.39729003983529,2.52610394800269,2.05328964698549,2.33611321224783,1.1379699607976002,1.26083051382954
b0355,4.96054436025585,4.696925348600071,4.8588575305027195,4.72173429316201,5.20643552227996,5.081644217293889,5.8613865114002,5.7988833705797,5.84811735776809,6.10107801967283,4.8033112446999695,4.80382208099582,5.1474491135297,5.2151283602424,4.53082594430859,4.75297835828173
b0357,6.530421600971169,6.4705809396103895,7.46413007890985,7.27488470433728,7.62159852857634,7.35991486341638,7.06324689111624,7.09530858215377,8.30232410439615,8.46020268606688,6.40442831560769,6.48695694949513,5.52802596373116,4.92608278861709,6.18324298183668,5.99462337950011
b0365,3.22393943572034,2.8116330297742302,2.6722020674462796,2.7752540591762,2.60282663710378,2.3179629031533997,2.19652560503358,2.1101651829168,3.1786131338134505,3.4926771824852803,3.32347759368434,3.48807430690952,2.08503878423946,1.80108926737234,2.27241610301498,2.3309008130375095
b0367,1.94910164036984,2.12068117646958,1.9414838958266598,2.3192662574624903,2.20143166541673,2.15562907940441,1.19059966745509,1.63437078178045,2.26796094655576,2.7788909400138397,2.54768397658571,2.3110156931664,2.25427814799322,1.10821782645386,1.6904691963178,1.79376690361125
b0368,3.68351300861868,3.7149032534331,2.38777549331711,3.00692947825836,3.03210675826814,3.1043927371455298,2.9152028552354103,3.02827495766131,4.17660078485787,3.8830337265071897,3.9554216952915198,3.8849580958531,2.77900101422179,2.8435815761203,3.4252218286032496,3.6170085443460898
b0382,6.960360649334481,6.78321378224133,7.108474561024099,6.902469014514639,8.393808986911731,8.56356676849184,8.135560510459289,8.19795085903739,6.865044162802111,6.640618259990849,6.83862202887495,6.900254461431629,6.3388310569185995,5.23153466700355,6.9167592407999,6.805449380133081
b0384,5.35019123694301,5.05303002250705,4.09778273032477,4.66678796671737,3.5412862811912205,3.8406429891413,4.13260515365266,4.03392566015204,3.39861190421929,3.2240730981582897,4.52128280380015,4.5488458496332,5.12844129704957,5.19800313020139,5.594380389341099,5.93882016920313
b0389,7.245617904093,7.37309250432966,7.62823513656889,7.757869124978759,7.69260611468416,7.769912538178249,6.33097943051211,5.9776831118985,7.28639216271508,7.43266958958656,6.4123547433729104,6.7997564064123,5.809197747007099,4.94425356648851,6.503084828027509,6.368071145295629
b0411,9.15346548778713,9.07966089102694,9.228678423488981,9.19225859149301,8.308638992866749,8.33325650940743,9.800022760204449,9.83233828426812,9.308277167078199,9.34975403091326,9.668796174043619,9.74157165803375,9.89304811909147,9.982424601315651,9.299068319035259,9.33019271256242
b0429,6.57864135028357,6.208530493154889,7.71491847114808,7.9280319793285505,7.89305963935882,7.84027887068277,6.607854966292981,6.53181093018015,8.157330258648809,8.32757288582203,6.894803114708989,6.61653446724823,8.05739505180474,6.93755766448385,8.25296307122175,8.0590939926227
b0430,9.11041076923092,9.054235433270721,9.15262584503216,9.20417077169985,8.94914927293831,8.83354204091487,8.67491737050886,8.748275420633611,9.56610851826774,9.683417440556301,9.179517608582788,9.218714235055911,9.36459662148669,9.34172113586674,9.17795794326044,9.1808816811868
b0431,10.283918503248499,10.300203214449,10.2829777656824,10.277999521164901,10.167243530245099,10.076035105351599,10.355099483219801,10.3807597659354,10.103412757049698,10.2442769828088,10.424667992986901,10.4426250805639,10.7440874038626,10.881890146538598,9.999774108371449,10.007296388419899
b0432,11.0659909438356,11.0652024041895,10.9668601150106,10.8740441363902,10.8374937601457,10.821028656544499,11.015145610446,11.0621324775422,10.748765419309098,10.695678099606802,11.1694797937573,11.243768116414099,11.2540092902677,11.431429306586699,10.8256397176492,10.800734226482302
b0439,9.02570038840755,8.976508244046801,8.86421689082556,8.835611446202579,8.52833585908049,8.40788493911819,8.64161061027992,8.61536557832809,8.81333354022174,8.79118922911878,8.821210976842579,8.821877432048991,8.47495056730834,8.56300910597356,9.07046150343335,9.0717530660312
b0447,5.34774124494778,5.370408391250289,4.80691203586378,5.167067751996361,5.67446728919922,5.51997101129117,5.1811288869015995,5.09670135949312,5.28426149761458,5.12593270263093,5.0192301585794805,5.015247955286839,5.49740355935509,5.549195710156031,6.10319489780269,5.615301499018541
b0448,3.69691134721858,3.67015748397295,3.8346746357311297,3.7761966276167103,4.7267857922281795,4.69412448689113,3.6897006382316806,3.6015361065948497,3.75232147650723,3.8006898446223,3.67887922764849,3.62246898718477,4.50302523652225,4.5984032366363,5.21116201553114,5.12022309528202
b0449,3.74717715480012,3.8868117459184597,3.97238950509882,3.94051271386824,4.66706076419134,4.61531318071122,3.7955895681875895,3.90057522168431,3.72225353072035,3.74420707283511,3.40832479250613,3.6967746652750297,4.6450166699225806,4.8551845571321905,4.869054701661129,4.9024219042799
b0450,0.0,1.3145478076419599,0.0,0.0,1.2558676191270801,1.4734776464585098,2.4079173056391903,3.49575820537717,1.7047667503084298,0.991059842983336,1.9559268938732701,1.8502333032382399,3.79413162319057,3.61734186673902,3.64867691851533,4.10786295542888
b0451,3.35110685513003,3.1904102026052703,3.0760408393313394,3.1055772342982,3.89666081556611,4.1291591585221,4.26716898501737,4.3349305709341195,2.34828842692112,2.7768090374149703,3.37224872069532,3.3248393879508398,5.12844129704957,5.614178571405151,5.02427145142249,5.09543898941213
b0453,6.111299557161191,6.17972730148241,6.521436596848071,6.1595271431085505,4.499902447739969,4.47819325561049,5.18755663442789,5.06342849121161,5.840918056097269,5.87171705439103,5.38193164408612,5.45754357760047,8.05653043269916,7.77371649782351,7.95608631874662,8.05585264713715
b0456,2.34305880015597,3.25479791369048,2.7336356318,1.97825298867608,2.55435803689736,3.24915107645262,2.64373077331936,2.2301506043619903,2.3384295613722403,1.75038706515755,2.5613155686103304,2.8906750724159105,3.1579135007431205,3.98591921267918,3.66725626811478,3.64648755451086
b0458,6.84203098234436,6.96157022692592,6.7133383300781295,7.007457137402611,5.727316340249259,5.8053448945161605,7.57275079851462,7.480459472847659,7.5041141941587695,7.34623842159837,6.7713120478710405,6.9816361036762,6.776360507191059,6.8026327242154805,7.12313070732196,6.783957479777941
b0460,7.497264913552541,7.54612550557079,9.022824136278132,9.20459076960486,9.29870992970435,9.56829566918608,7.58892538605335,7.667011016551441,9.9417774628054,9.876049285510401,7.1339886824881305,7.2765313249306205,7.28433950223993,6.835874453379849,8.140580062748539,7.98267327815272
b0468,6.90792717272053,6.98918323366742,6.8926952156750705,7.1774460403933205,6.81005946407138,7.00993218051993,6.05125612270877,5.56934508819265,7.318157770501549,7.218387703025041,5.6785265357723995,5.77466473120955,5.7269554053390594,5.65242986329656,6.2918914558845405,6.29848652155006
b0473,8.77741568470809,8.77263510515923,8.89983950888434,8.77390225454364,7.37478569547896,7.37686509759647,8.60341808144087,8.61281192361876,8.92410699072416,8.86414358578748,8.73202032368685,8.710312610633071,8.27664925674536,8.24488262331408,8.47120405662405,8.48403899479071
b0484,7.31760860659955,7.30597405265645,7.4907318238623795,7.56296894192232,7.021577893592401,6.92307669179255,8.058703367188901,8.15505778848741,7.652979193195269,7.67260520792989,7.544688686492879,7.53892784581344,7.95634885211097,8.13083568691674,8.88735144387852,8.896813352471789
b0486,2.2217656792963703,2.69130582657453,2.4561757530415296,2.65545900128712,2.86951848243136,2.6417874294977297,2.61656458995664,2.79747591173471,3.26164615663996,3.31230014263615,2.2299142102380096,2.3501602082019,5.3526765386071,5.369986616689579,4.57494498202972,4.8802377276248805
b0505,2.7566443514209302,2.44263238413262,2.55343288988473,2.60114055764862,3.18885136430919,2.50507562640944,2.8167958984581296,2.2952517966731096,2.98894710120969,2.54901383881685,2.12714984557765,2.8091669983317296,2.62460244201606,3.4460256370100897,3.79465058806041,3.4221526956881805
b0507,1.5682096628020001,1.4689964247261798,1.2678756502486201,1.6457085508205,1.5076142969498199,1.83763395798706,1.88030963162927,1.5635079804390202,1.3552091066343603,0.8839989659870171,1.14884360177998,1.61046937159136,2.6051506767993797,2.94809054968417,2.90173941687848,2.8468752307215
b0509,1.6900021477180902,1.9515478610968402,2.13415969646683,1.92014820517591,1.8784214907325198,1.6902809093755,1.4120177818678001,1.4942694380289598,2.36167964392371,2.8266822684579997,1.07764097904237,0.7805406413447851,1.8018572161791202,0.627050370368766,1.5039600572936398,1.11243496561915
b0522,8.009283142044179,8.068403239453561,8.549607188431441,8.44287678429505,8.57512612445015,8.56026280029012,8.626101003093929,8.615853564909559,8.28638048663417,8.43593514026002,8.333339914441531,8.38296983954666,8.53272382300198,8.75380222556069,8.91385821559356,9.00333830762774
b0523,8.06289664427171,7.96791325750816,8.60157119030481,8.53633136331498,8.74849669082226,8.76151460144429,8.04083391465143,7.98615447616608,8.55586046096733,8.86355810550726,8.06562367159257,8.064580728628298,8.05138684617481,7.79607913408123,8.75171829990225,8.74305648507536
b0570,4.74827161159361,4.68393531436953,6.15681521399982,6.230209088239031,4.414620055322151,4.56354249046996,5.96455719290707,6.068568018666741,6.4556533938142895,6.52054948036312,5.0296400545891204,5.00791672239224,6.494960507543711,6.69833876241754,7.64518742207823,7.67222729579494
b0571,5.35961821568279,5.493187875668401,6.867691657793371,7.01045162393567,5.2361669009323695,5.26408609248669,7.098403375361559,7.308568911046691,8.84256307317887,8.65417677954142,5.89133259078918,5.912129675606559,7.400396883157099,7.60531961190977,8.75153288462281,8.69536355627634
b0572,4.02625124490389,4.34738826464772,8.55566529711298,8.581302190195451,4.75947425545868,4.899921368311469,8.74665869572026,8.66679144054911,8.31340119668966,8.42542794057065,5.40213802880309,5.44667341066261,8.67711480449898,8.818599280653899,9.95883247754236,9.90306373325017
b0573,4.09468971516612,4.23189155736562,9.14498872949159,9.1292760177456,5.99204869446349,6.441678438743611,9.91353880907011,9.952571415887359,9.063391353692948,8.78424226673533,5.41592647658532,5.4659217166875,8.61556791114525,8.467002877762049,10.0056473819269,9.96544955418138
b0574,3.0713888221184904,2.9436414728336797,7.86834569635816,7.905500276719071,5.53097898412704,5.47747536266622,8.32603277284594,8.35687251532963,8.67838953708709,8.72335414775947,4.21304463735354,4.44105288089893,8.480791404718719,8.59180235443725,9.348013317579731,9.29603305882808
b0575,2.7722851077452497,2.6535001520653196,6.5912740630206,6.65934375775816,4.39273915314645,4.21929422960135,7.01602749607914,6.989188439954081,7.70899630599465,7.9619390342338,3.43728051895823,3.33206806799137,6.99025458131771,7.20794609463501,7.93129441087036,7.95304264788175
b0581,4.46468975560374,4.23243685416943,3.73691401453507,3.37930799601687,2.25843813538762,2.08061318780919,2.52226099655109,2.47038826003797,3.9101717393331303,3.55721603412775,3.5317660769971697,3.65705241724931,5.807000671392009,6.016455666780209,5.18784421409585,5.271235925777019
b0583,9.29809418809227,9.319270458865061,7.10586829539055,7.3490134749737095,5.877213893696361,6.23308406914727,3.10180624813394,2.6556698983208396,8.06721285294454,8.19490484402432,4.6694851896056395,4.9089340510545405,3.32864333174474,3.55864160699129,3.0092188514309703,3.0416253212536297
b0584,12.769031133294302,12.7052750064188,11.1341334152095,11.115400188824198,8.716589213750652,8.81406987876709,5.33375513201511,5.26745902310774,9.963965698646382,10.1022182540211,7.73436007265922,7.6739322910026,6.245578108015589,6.618024819284179,5.119810381398589,5.333376054039429
b0585,9.8303608118827,9.85381151517941,9.39066063713759,9.411322907283779,9.23725887977749,9.265939440143312,4.497725102318519,4.5520972977594605,9.25607571273006,9.332884751516909,5.7137902963839995,5.91070716216418,5.8738406990638605,5.8653766751160505,5.419404920750999,5.576393678129441
b0586,10.2830438574653,10.250524042390198,9.878688156112052,9.84595857688699,9.970960379966131,9.853490575972481,5.053527230355201,4.997073795651441,9.75830353285606,9.90673442019409,6.314659481239571,6.32871847070156,6.2787936926376196,6.388645038795719,5.68069138783435,5.7602192514146795
b0588,7.431960593749159,7.31164660090379,7.512664873902381,7.4045285809137305,7.27944514617241,7.25629851688511,4.76497161792722,4.97409093238237,7.36885302556939,7.447582410843309,5.783993580701621,5.923394919365081,5.5983249429673805,5.717039914809621,5.81706603567178,5.64579344093393
b0589,5.75787680042829,5.93166025719998,6.68459710681707,6.74633888093555,6.19665675813303,6.13868437833833,3.4801448168426696,3.452071078162,6.091983685279129,6.17279222308737,4.1731362537858905,4.2416474438066,4.6562925446113494,4.94869355130944,4.7303854182947,5.14415631738286
b0590,6.9719154502959695,6.8980638370691105,7.349869069700169,7.2234602152977,6.87775661033451,6.86049918710044,4.73458614005774,4.557064744044981,6.75107191819074,7.047226950631269,5.443716858371269,5.41989178527682,5.186866495965839,5.0814703491100595,5.40268128844192,5.39467391179195
b0591,7.032692229829951,7.0017143695794495,7.67742059443184,7.544418564858309,6.73231061781584,6.69267180038015,4.73178574954274,4.704460841328889,7.322468073138549,7.53346038680463,5.54781305185803,5.55444769570988,5.39057140663628,5.429325190506309,4.98213352521913,4.81343243031269
b0592,8.258601139369361,8.2513264352474,8.4567807861615,8.29664647938318,8.32984165233987,8.376086007141721,5.52599438988976,5.48220782357722,8.634948250185731,8.66518495853947,6.23556176490003,6.117538875098409,6.006872468291,5.98890903223251,5.86660526794451,6.05622704484277
b0593,11.006666917076302,10.991391291177402,10.6465346123949,10.6469544317056,10.4399046382817,10.3450567056931,5.9477732691683105,5.910413901199651,9.830567007153439,9.93047923793973,6.748594705114111,6.79558201787002,7.31798868468632,7.2785871003553995,5.9767042563079595,5.90887528994754
b0594,10.796276399112802,10.8121818723913,10.5041466132041,10.4838200270289,10.1732848603849,10.0970453543708,5.35036147728701,5.525720922335401,9.82964750403194,9.99109161784653,6.4844201619397595,6.468738975428799,6.80140506881756,7.04182421843889,5.49979763994503,5.4514898578399
b0595,10.3547924576845,10.237310780852301,9.76686980753073,9.818657675855052,9.9894552588365,9.85809782898497,5.10501263719485,5.03641566945677,9.732046362529061,9.85490603009243,5.87086531873424,5.8991834218565895,6.373009290879559,6.548134490109851,5.502712721879241,5.665717467239981
b0596,9.74973351847461,9.73999788150441,9.431801449938279,9.3906956644355,9.3629340513498,9.23979006425536,4.536771369838919,4.76782033641565,9.321114585097108,9.58894934984326,5.458781379155281,5.46189247991625,6.154055824280361,6.13281032581049,5.51562947673046,5.61032452599815
